===== Simulator configuration =====
BLOCKSIZE:		 32
L1_SIZE:		 131072
L1_ASSOC:		 2
L2_SIZE:		 0
L2_ASSOC:		 0
REPLACEMENT POLICY:	 LRU
INCLUSION PROPERTY:	 non-inclusive
trace_file:		 ./traces/gcc_trace.txt
===== L1 contents =====
Set 	0:		4005 D  4003 D  
Set 	825:		0    0    
Set 	826:		0    0    
Set 	827:		0    0    
Set 	828:		0    0    
Set 	829:		4003 D  0    
Set 	830:		4013    4003 D  
Set 	831:		0    0    
Set 	832:		4013 D  0    
Set 	833:		4003 D  0    
Set 	834:		0    0    
Set 	835:		0    0    
Set 	836:		0    0    
Set 	837:		0    0    
Set 	838:		0    0    
Set 	839:		0    0    
Set 	840:		0    0    
Set 	841:		0    0    
Set 	842:		0    0    
Set 	843:		0    0    
Set 	844:		0    0    
Set 	845:		0    0    
Set 	846:		0    0    
Set 	847:		0    0    
Set 	848:		0    0    
Set 	849:		0    0    
Set 	850:		0    0    
Set 	851:		0    0    
Set 	852:		0    0    
Set 	853:		0    0    
Set 	854:		0    0    
Set 	855:		0    0    
Set 	856:		0    0    
Set 	857:		4003 D  0    
Set 	858:		4003 D  0    
Set 	859:		4003 D  0    
Set 	860:		4003 D  0    
Set 	861:		4003 D  0    
Set 	862:		0    0    
Set 	863:		0    0    
Set 	864:		0    0    
Set 	865:		0    0    
Set 	866:		0    0    
Set 	867:		0    0    
Set 	868:		0    0    
Set 	869:		0    0    
Set 	870:		0    0    
Set 	871:		0    0    
Set 	872:		0    0    
Set 	873:		0    0    
Set 	874:		0    0    
Set 	875:		0    0    
Set 	876:		0    0    
Set 	877:		0    0    
Set 	878:		4003 D  0    
Set 	879:		4003 D  0    
Set 	880:		0    0    
Set 	881:		4003 D  0    
Set 	882:		0    0    
Set 	883:		0    0    
Set 	884:		0    0    
Set 	885:		0    0    
Set 	886:		0    0    
Set 	887:		0    0    
Set 	888:		0    0    
Set 	889:		0    0    
Set 	890:		0    0    
Set 	891:		0    0    
Set 	892:		0    0    
Set 	893:		0    0    
Set 	894:		0    0    
Set 	895:		0    0    
Set 	896:		0    0    
Set 	897:		0    0    
Set 	898:		0    0    
Set 	899:		0    0    
Set 	900:		0    0    
Set 	901:		0    0    
Set 	902:		0    0    
Set 	903:		0    0    
Set 	904:		0    0    
Set 	905:		0    0    
Set 	906:		0    0    
Set 	907:		0    0    
Set 	908:		0    0    
Set 	909:		0    0    
Set 	910:		0    0    
Set 	911:		0    0    
Set 	912:		0    0    
Set 	913:		0    0    
Set 	914:		0    0    
Set 	915:		0    0    
Set 	916:		0    0    
Set 	917:		0    0    
Set 	918:		0    0    
Set 	919:		0    0    
Set 	920:		0    0    
Set 	921:		0    0    
Set 	922:		0    0    
Set 	923:		0    0    
Set 	924:		0    0    
Set 	925:		0    0    
Set 	926:		0    0    
Set 	927:		0    0    
Set 	928:		0    0    
Set 	929:		0    0    
Set 	930:		0    0    
Set 	931:		0    0    
Set 	932:		0    0    
Set 	933:		0    0    
Set 	934:		0    0    
Set 	935:		0    0    
Set 	936:		0    0    
Set 	937:		0    0    
Set 	938:		0    0    
Set 	939:		4002    0    
Set 	940:		4002    0    
Set 	941:		4002    0    
Set 	942:		4002    0    
Set 	943:		4002    0    
Set 	944:		0    0    
Set 	945:		4002    0    
Set 	946:		4002    0    
Set 	947:		0    0    
Set 	948:		0    0    
Set 	949:		0    0    
Set 	950:		0    0    
Set 	951:		4003 D  0    
Set 	952:		4004    4003 D  
Set 	953:		4004    0    
Set 	954:		4004    0    
Set 	955:		4004 D  0    
Set 	956:		0    0    
Set 	957:		0    0    
Set 	958:		0    0    
Set 	959:		0    0    
Set 	960:		0    0    
Set 	961:		df    0    
Set 	962:		0    0    
Set 	963:		4003 D  0    
Set 	964:		0    0    
Set 	965:		0    0    
Set 	966:		4003 D  0    
Set 	967:		0    0    
Set 	968:		0    0    
Set 	969:		4003 D  0    
Set 	970:		0    0    
Set 	971:		0    0    
Set 	972:		4004    0    
Set 	973:		0    0    
Set 	974:		0    0    
Set 	975:		0    0    
Set 	976:		0    0    
Set 	977:		0    0    
Set 	978:		0    0    
Set 	979:		4003 D  0    
Set 	980:		0    0    
Set 	981:		0    0    
Set 	982:		0    0    
Set 	983:		0    0    
Set 	984:		0    0    
Set 	985:		0    0    
Set 	986:		0    0    
Set 	987:		0    0    
Set 	988:		4003 D  0    
Set 	989:		4003 D  0    
Set 	990:		df    0    
Set 	991:		df    0    
Set 	992:		0    0    
Set 	993:		0    0    
Set 	994:		df    0    
Set 	995:		0    0    
Set 	996:		0    0    
Set 	997:		0    0    
Set 	998:		0    0    
Set 	999:		0    0    
Set 	1000:		df    0    
Set 	1001:		0    0    
Set 	1002:		0    0    
Set 	1003:		0    0    
Set 	1004:		0    0    
Set 	1005:		0    0    
Set 	1006:		df    0    
Set 	1007:		0    0    
Set 	1008:		0    0    
Set 	1009:		0    0    
Set 	1010:		0    0    
Set 	1011:		df    0    
Set 	1012:		4004    0    
Set 	1013:		4004    0    
Set 	1014:		4004    0    
Set 	1015:		4004    0    
Set 	1016:		4004    0    
Set 	1017:		df    4004    
Set 	1018:		4003    4004    
Set 	1019:		4004    0    
Set 	1020:		df    4004    
Set 	1021:		0    0    
Set 	1022:		4003 D  0    
Set 	1023:		df    0    
Set 	1024:		df    0    
Set 	1025:		0    0    
Set 	1026:		0    0    
Set 	1027:		df    0    
Set 	1028:		0    0    
Set 	1029:		0    0    
Set 	1030:		0    0    
Set 	1031:		0    0    
Set 	1032:		0    0    
Set 	1033:		df    0    
Set 	1034:		0    0    
Set 	1035:		0    0    
Set 	1036:		0    0    
Set 	1037:		0    0    
Set 	1038:		0    0    
Set 	1039:		0    0    
Set 	1040:		0    0    
Set 	1041:		4003 D  0    
Set 	1042:		4003 D  4004    
Set 	1043:		4003 D  0    
Set 	1044:		df    4003    
Set 	1045:		4004    4003 D  
Set 	1046:		4004 D  0    
Set 	1047:		4004    0    
Set 	1048:		4004    0    
Set 	1049:		0    0    
Set 	1050:		4004    0    
Set 	1051:		0    0    
Set 	1052:		0    0    
Set 	1053:		df    4004    
Set 	1054:		4004 D  4003    
Set 	1055:		4003    4004 D  
Set 	1056:		0    0    
Set 	1057:		df    4004    
Set 	1058:		df    4004    
Set 	1059:		0    0    
Set 	1060:		0    0    
Set 	1061:		4004    0    
Set 	1062:		df    0    
Set 	1063:		df    0    
Set 	1064:		0    0    
Set 	1065:		0    0    
Set 	1066:		0    0    
Set 	1067:		0    0    
Set 	1068:		0    0    
Set 	1069:		0    0    
Set 	1070:		0    0    
Set 	1071:		df    0    
Set 	1072:		0    0    
Set 	1073:		df    0    
Set 	1074:		df    0    
Set 	1075:		df    0    
Set 	1076:		df    0    
Set 	1077:		0    0    
Set 	1078:		0    0    
Set 	1079:		0    0    
Set 	1080:		0    0    
Set 	1081:		df    0    
Set 	1082:		df    0    
Set 	1083:		df    0    
Set 	1084:		0    0    
Set 	1085:		0    0    
Set 	1086:		0    0    
Set 	1087:		0    0    
Set 	1088:		0    0    
Set 	1089:		df    0    
Set 	1090:		4013 D  0    
Set 	1091:		0    0    
Set 	1092:		0    0    
Set 	1093:		0    0    
Set 	1094:		0    0    
Set 	1095:		df    0    
Set 	1096:		0    0    
Set 	1097:		4013 D  0    
Set 	1098:		4013 D  0    
Set 	1099:		0    0    
Set 	1100:		0    0    
Set 	1101:		0    0    
Set 	1102:		0    0    
Set 	1103:		0    0    
Set 	1104:		0    0    
Set 	1105:		0    0    
Set 	1106:		0    0    
Set 	1107:		df    0    
Set 	1108:		0    0    
Set 	1109:		0    0    
Set 	1110:		0    0    
Set 	1111:		0    0    
Set 	1112:		0    0    
Set 	1113:		4013 D  0    
Set 	1114:		0    0    
Set 	1115:		0    0    
Set 	1116:		0    0    
Set 	1117:		0    0    
Set 	1118:		0    0    
Set 	1119:		0    0    
Set 	1120:		0    0    
Set 	1121:		0    0    
Set 	1122:		0    0    
Set 	1123:		0    0    
Set 	1124:		0    0    
Set 	1125:		0    0    
Set 	1126:		0    0    
Set 	1127:		0    0    
Set 	1128:		0    0    
Set 	1129:		0    0    
Set 	1130:		0    0    
Set 	1131:		0    0    
Set 	1132:		0    0    
Set 	1133:		0    0    
Set 	1134:		0    0    
Set 	1135:		0    0    
Set 	1136:		df    0    
Set 	1137:		df    0    
Set 	1138:		0    0    
Set 	1139:		0    0    
Set 	1140:		0    0    
Set 	1141:		4013 D  0    
Set 	1142:		0    0    
Set 	1143:		0    0    
Set 	1144:		0    0    
Set 	1145:		0    0    
Set 	1146:		4013 D  0    
Set 	1147:		0    0    
Set 	1148:		0    0    
Set 	1149:		0    0    
Set 	1150:		0    0    
Set 	1151:		0    0    
Set 	1152:		0    0    
Set 	1153:		4013    0    
Set 	1154:		0    0    
Set 	1155:		4013    0    
Set 	1156:		0    0    
Set 	1157:		0    0    
Set 	1158:		0    0    
Set 	1159:		0    0    
Set 	1160:		0    0    
Set 	1161:		0    0    
Set 	1162:		4235    0    
Set 	1163:		0    0    
Set 	1164:		0    0    
Set 	1165:		0    0    
Set 	1166:		0    0    
Set 	1167:		0    0    
Set 	1168:		0    0    
Set 	1169:		0    0    
Set 	1170:		df    4002    
Set 	1171:		0    0    
Set 	1172:		4002    0    
Set 	1173:		0    0    
Set 	1174:		0    0    
Set 	1175:		4002    0    
Set 	1176:		4002    0    
Set 	1177:		0    0    
Set 	1178:		0    0    
Set 	1179:		0    0    
Set 	1180:		0    0    
Set 	1181:		0    0    
Set 	1182:		4003 D  0    
Set 	1183:		0    0    
Set 	1184:		0    0    
Set 	1185:		0    0    
Set 	1186:		0    0    
Set 	1187:		0    0    
Set 	1188:		4003 D  0    
Set 	1189:		0    0    
Set 	1190:		0    0    
Set 	1191:		0    0    
Set 	1192:		df    0    
Set 	1193:		0    0    
Set 	1194:		4013 D  0    
Set 	1195:		0    0    
Set 	1196:		0    0    
Set 	1197:		0    0    
Set 	1198:		0    0    
Set 	1199:		0    0    
Set 	1200:		0    0    
Set 	1201:		4013    0    
Set 	1202:		0    0    
Set 	1203:		0    0    
Set 	1204:		0    0    
Set 	1205:		0    0    
Set 	1206:		0    0    
Set 	1207:		0    0    
Set 	1208:		0    0    
Set 	1209:		0    0    
Set 	1210:		0    0    
Set 	1211:		0    0    
Set 	1212:		4013    0    
Set 	1213:		0    0    
Set 	1214:		0    0    
Set 	1215:		0    0    
Set 	1216:		0    0    
Set 	1217:		0    0    
Set 	1218:		0    0    
Set 	1219:		0    0    
Set 	1220:		0    0    
Set 	1221:		0    0    
Set 	1222:		0    0    
Set 	1223:		0    0    
Set 	1224:		0    0    
Set 	1225:		0    0    
Set 	1226:		0    0    
Set 	1227:		4013 D  0    
Set 	1228:		0    0    
Set 	1229:		0    0    
Set 	1230:		0    0    
Set 	1231:		0    0    
Set 	1232:		0    0    
Set 	1233:		0    0    
Set 	1234:		4013    0    
Set 	1235:		0    0    
Set 	1236:		4013    0    
Set 	1237:		0    0    
Set 	1238:		0    0    
Set 	1239:		0    0    
Set 	1240:		df    0    
Set 	1241:		0    0    
Set 	1242:		0    0    
Set 	1243:		0    0    
Set 	1244:		0    0    
Set 	1245:		4013    0    
Set 	1246:		0    0    
Set 	1247:		0    0    
Set 	1248:		0    0    
Set 	1249:		0    0    
Set 	1250:		0    0    
Set 	1251:		0    0    
Set 	1252:		0    0    
Set 	1253:		4013    0    
Set 	1254:		df    0    
Set 	1255:		0    0    
Set 	1256:		0    0    
Set 	1257:		0    0    
Set 	1258:		0    0    
Set 	1259:		0    0    
Set 	1260:		df    0    
Set 	1261:		4013    0    
Set 	1262:		4013 D  0    
Set 	1263:		0    0    
Set 	1264:		4003    0    
Set 	1265:		0    0    
Set 	1266:		0    0    
Set 	1267:		0    0    
Set 	1268:		0    0    
Set 	1269:		0    0    
Set 	1270:		4003 D  0    
Set 	1271:		0    0    
Set 	1272:		df    0    
Set 	1273:		0    0    
Set 	1274:		0    0    
Set 	1275:		0    0    
Set 	1276:		0    0    
Set 	1277:		0    0    
Set 	1278:		0    0    
Set 	1279:		0    0    
Set 	1280:		0    0    
Set 	1281:		0    0    
Set 	1282:		0    0    
Set 	1283:		0    0    
Set 	1284:		0    0    
Set 	1285:		0    0    
Set 	1286:		0    0    
Set 	1287:		0    0    
Set 	1288:		0    0    
Set 	1289:		4213    0    
Set 	1290:		0    0    
Set 	1291:		0    0    
Set 	1292:		0    0    
Set 	1293:		0    0    
Set 	1294:		4003 D  0    
Set 	1295:		4003 D  0    
Set 	1296:		4003 D  0    
Set 	1297:		4003 D  0    
Set 	1298:		4213    4003 D  
Set 	1299:		4003 D  0    
Set 	1300:		0    0    
Set 	1301:		df    0    
Set 	1302:		df    0    
Set 	1303:		0    0    
Set 	1304:		0    0    
Set 	1305:		0    0    
Set 	1306:		0    0    
Set 	1307:		0    0    
Set 	1308:		0    0    
Set 	1309:		4003 D  0    
Set 	1310:		0    0    
Set 	1311:		4003 D  0    
Set 	1312:		0    0    
Set 	1313:		0    0    
Set 	1314:		0    0    
Set 	1315:		0    0    
Set 	1316:		0    0    
Set 	1317:		0    0    
Set 	1318:		0    0    
Set 	1319:		0    0    
Set 	1320:		0    0    
Set 	1321:		0    0    
Set 	1322:		0    0    
Set 	1323:		0    0    
Set 	1324:		4002 D  0    
Set 	1325:		4002    0    
Set 	1326:		0    0    
Set 	1327:		0    0    
Set 	1328:		0    0    
Set 	1329:		4002 D  0    
Set 	1330:		0    0    
Set 	1331:		0    0    
Set 	1332:		0    0    
Set 	1333:		0    0    
Set 	1334:		0    0    
Set 	1335:		df    0    
Set 	1336:		0    0    
Set 	1337:		0    0    
Set 	1338:		0    0    
Set 	1339:		0    0    
Set 	1340:		4002 D  0    
Set 	1341:		0    0    
Set 	1342:		4002    0    
Set 	1343:		4003 D  0    
Set 	1344:		4002 D  0    
Set 	1345:		0    0    
Set 	1346:		0    0    
Set 	1347:		0    0    
Set 	1348:		0    0    
Set 	1349:		0    0    
Set 	1350:		0    0    
Set 	1351:		0    0    
Set 	1352:		0    0    
Set 	1353:		0    0    
Set 	1354:		0    0    
Set 	1355:		0    0    
Set 	1356:		0    0    
Set 	1357:		df    0    
Set 	1358:		0    0    
Set 	1359:		0    0    
Set 	1360:		0    0    
Set 	1361:		0    0    
Set 	1362:		0    0    
Set 	1363:		0    0    
Set 	1364:		0    0    
Set 	1365:		0    0    
Set 	1366:		0    0    
Set 	1367:		0    0    
Set 	1368:		0    0    
Set 	1369:		0    0    
Set 	1370:		0    0    
Set 	1371:		0    0    
Set 	1372:		0    0    
Set 	1373:		0    0    
Set 	1374:		0    0    
Set 	1375:		0    0    
Set 	1376:		0    0    
Set 	1377:		0    0    
Set 	1378:		0    0    
Set 	1379:		0    0    
Set 	1380:		0    0    
Set 	1381:		0    0    
Set 	1382:		0    0    
Set 	1383:		0    0    
Set 	1384:		0    0    
Set 	1385:		0    0    
Set 	1386:		0    0    
Set 	1387:		0    0    
Set 	1388:		0    0    
Set 	1389:		0    0    
Set 	1390:		0    0    
Set 	1391:		0    0    
Set 	1392:		0    0    
Set 	1393:		0    0    
Set 	1394:		0    0    
Set 	1395:		0    0    
Set 	1396:		0    0    
Set 	1397:		0    0    
Set 	1398:		0    0    
Set 	1399:		0    0    
Set 	1400:		0    0    
Set 	1401:		0    0    
Set 	1402:		0    0    
Set 	1403:		0    0    
Set 	1404:		0    0    
Set 	1405:		df    0    
Set 	1406:		0    0    
Set 	1407:		0    0    
Set 	1408:		0    0    
Set 	1409:		0    0    
Set 	1410:		0    0    
Set 	1411:		0    0    
Set 	1412:		0    0    
Set 	1413:		0    0    
Set 	1414:		0    0    
Set 	1415:		0    0    
Set 	1416:		0    0    
Set 	1417:		0    0    
Set 	1418:		0    0    
Set 	1419:		df    0    
Set 	1420:		0    0    
Set 	1421:		0    0    
Set 	1422:		df    0    
Set 	1423:		df    0    
Set 	1424:		0    0    
Set 	1425:		0    0    
Set 	1426:		0    0    
Set 	1427:		0    0    
Set 	1428:		0    0    
Set 	1429:		0    0    
Set 	1430:		0    0    
Set 	1431:		0    0    
Set 	1432:		0    0    
Set 	1433:		0    0    
Set 	1434:		0    0    
Set 	1435:		0    0    
Set 	1436:		0    0    
Set 	1437:		0    0    
Set 	1438:		0    0    
Set 	1439:		0    0    
Set 	1440:		0    0    
Set 	1441:		0    0    
Set 	1442:		0    0    
Set 	1443:		0    0    
Set 	1444:		0    0    
Set 	1445:		0    0    
Set 	1446:		0    0    
Set 	1447:		0    0    
Set 	1448:		0    0    
Set 	1449:		0    0    
Set 	1450:		0    0    
Set 	1451:		0    0    
Set 	1452:		0    0    
Set 	1453:		0    0    
Set 	1454:		0    0    
Set 	1455:		0    0    
Set 	1456:		0    0    
Set 	1457:		0    0    
Set 	1458:		0    0    
Set 	1459:		0    0    
Set 	1460:		0    0    
Set 	1461:		0    0    
Set 	1462:		0    0    
Set 	1463:		0    0    
Set 	1464:		0    0    
Set 	1465:		0    0    
Set 	1466:		0    0    
Set 	1467:		0    0    
Set 	1468:		0    0    
Set 	1469:		0    0    
Set 	1470:		0    0    
Set 	1471:		0    0    
Set 	1472:		0    0    
Set 	1473:		0    0    
Set 	1474:		0    0    
Set 	1475:		0    0    
Set 	1476:		0    0    
Set 	1477:		0    0    
Set 	1478:		0    0    
Set 	1479:		0    0    
Set 	1480:		0    0    
Set 	1481:		0    0    
Set 	1482:		0    0    
Set 	1483:		0    0    
Set 	1484:		0    0    
Set 	1485:		0    0    
Set 	1486:		0    0    
Set 	1487:		0    0    
Set 	1488:		0    0    
Set 	1489:		0    0    
Set 	1490:		0    0    
Set 	1491:		0    0    
Set 	1492:		0    0    
Set 	1493:		0    0    
Set 	1494:		0    0    
Set 	1495:		0    0    
Set 	1496:		0    0    
Set 	1497:		0    0    
Set 	1498:		0    0    
Set 	1499:		0    0    
Set 	1500:		0    0    
Set 	1501:		0    0    
Set 	1502:		0    0    
Set 	1503:		0    0    
Set 	1504:		0    0    
Set 	1505:		0    0    
Set 	1506:		0    0    
Set 	1507:		0    0    
Set 	1508:		0    0    
Set 	1509:		0    0    
Set 	1510:		0    0    
Set 	1511:		0    0    
Set 	1512:		0    0    
Set 	1513:		0    0    
Set 	1514:		0    0    
Set 	1515:		0    0    
Set 	1516:		0    0    
Set 	1517:		0    0    
Set 	1518:		0    0    
Set 	1519:		0    0    
Set 	1520:		0    0    
Set 	1521:		0    0    
Set 	1522:		0    0    
Set 	1523:		0    0    
Set 	1524:		0    0    
Set 	1525:		0    0    
Set 	1526:		0    0    
Set 	1527:		0    0    
Set 	1528:		0    0    
Set 	1529:		0    0    
Set 	1530:		0    0    
Set 	1531:		0    0    
Set 	1532:		0    0    
Set 	1533:		0    0    
Set 	1534:		0    0    
Set 	1535:		0    0    
Set 	1536:		0    0    
Set 	1537:		0    0    
Set 	1538:		0    0    
Set 	1539:		0    0    
Set 	1540:		0    0    
Set 	1541:		0    0    
Set 	1542:		0    0    
Set 	1543:		0    0    
Set 	1544:		0    0    
Set 	1545:		0    0    
Set 	1546:		0    0    
Set 	1547:		0    0    
Set 	1548:		0    0    
Set 	1549:		0    0    
Set 	1550:		0    0    
Set 	1551:		0    0    
Set 	1552:		0    0    
Set 	1553:		0    0    
Set 	1554:		0    0    
Set 	1555:		4213    0    
Set 	1556:		0    0    
Set 	1557:		0    0    
Set 	1558:		0    0    
Set 	1559:		0    0    
Set 	1560:		4213    0    
Set 	1561:		4213    0    
Set 	1562:		4214 D  0    
Set 	1563:		0    0    
Set 	1564:		0    0    
Set 	1565:		0    0    
Set 	1566:		0    0    
Set 	1567:		0    0    
Set 	1568:		0    0    
Set 	1569:		0    0    
Set 	1570:		0    0    
Set 	1571:		0    0    
Set 	1572:		4214 D  0    
Set 	1573:		0    0    
Set 	1574:		0    0    
Set 	1575:		0    0    
Set 	1576:		0    0    
Set 	1577:		0    0    
Set 	1578:		0    0    
Set 	1579:		4214    0    
Set 	1580:		4214 D  0    
Set 	1581:		0    0    
Set 	1582:		0    0    
Set 	1583:		0    0    
Set 	1584:		0    0    
Set 	1585:		0    0    
Set 	1586:		0    0    
Set 	1587:		0    0    
Set 	1588:		4214 D  4004    
Set 	1589:		4004    0    
Set 	1590:		4004    0    
Set 	1591:		4004    0    
Set 	1592:		4004    0    
Set 	1593:		0    0    
Set 	1594:		0    0    
Set 	1595:		0    0    
Set 	1596:		4214 D  0    
Set 	1597:		0    0    
Set 	1598:		0    0    
Set 	1599:		0    0    
Set 	1600:		0    0    
Set 	1601:		4214    4004    
Set 	1602:		4214 D  0    
Set 	1603:		0    0    
Set 	1604:		4004    0    
Set 	1605:		4214 D  0    
Set 	1606:		4003 D  0    
Set 	1607:		4003    4004    
Set 	1608:		4214    0    
Set 	1609:		4214    0    
Set 	1610:		4214    4003 D  
Set 	1611:		4214    4003 D  
Set 	1612:		4214    4003 D  
Set 	1613:		4214    4003 D  
Set 	1614:		4214    4003 D  
Set 	1615:		4003 D  0    
Set 	1616:		4003 D  0    
Set 	1617:		4003 D  0    
Set 	1618:		4003 D  0    
Set 	1619:		4003 D  0    
Set 	1620:		4003 D  0    
Set 	1621:		4003 D  0    
Set 	1622:		4003 D  0    
Set 	1623:		4003 D  0    
Set 	1624:		4003 D  0    
Set 	1625:		4003 D  0    
Set 	1626:		4003 D  0    
Set 	1627:		4003 D  0    
Set 	1628:		4003 D  0    
Set 	1629:		4003 D  0    
Set 	1630:		4003 D  0    
Set 	1631:		4003 D  0    
Set 	1632:		4003 D  0    
Set 	1633:		4003 D  0    
Set 	1634:		4003 D  0    
Set 	1635:		4003 D  0    
Set 	1636:		4003 D  0    
Set 	1637:		4003 D  0    
Set 	1638:		4003 D  0    
Set 	1639:		423a    4003 D  
Set 	1640:		423a    4003 D  
Set 	1641:		4003 D  4004 D  
Set 	1642:		4003 D  4004 D  
Set 	1643:		423a    4003 D  
Set 	1644:		423a    4003 D  
Set 	1645:		4003 D  4004    
Set 	1646:		4003 D  4004    
Set 	1647:		4003 D  4004    
Set 	1648:		423a    4003 D  
Set 	1649:		4003 D  4004    
Set 	1650:		4003 D  4004    
Set 	1651:		423a    4003 D  
Set 	1652:		4003 D  0    
Set 	1653:		423a    4003 D  
Set 	1654:		423a    4003 D  
Set 	1655:		423a D  4003 D  
Set 	1656:		423a    4003 D  
Set 	1657:		4001    4003 D  
Set 	1658:		4001    4003 D  
Set 	1659:		4001    4003 D  
Set 	1660:		4003 D  4001    
Set 	1661:		4001    4003 D  
Set 	1662:		4003 D  4001    
Set 	1663:		4003 D  4001    
Set 	1664:		4003 D  0    
Set 	1665:		4003 D  0    
Set 	1666:		4003 D  0    
Set 	1667:		df    4003 D  
Set 	1668:		4003 D  0    
Set 	1669:		4003 D  0    
Set 	1670:		4003 D  0    
Set 	1671:		4003 D  0    
Set 	1672:		4003 D  0    
Set 	1673:		df    4003 D  
Set 	1674:		4003 D  0    
Set 	1675:		4003 D  0    
Set 	1676:		4003 D  0    
Set 	1677:		4003 D  0    
Set 	1678:		4003 D  4004    
Set 	1679:		4004    4003 D  
Set 	1680:		4003 D  0    
Set 	1681:		4003 D  0    
Set 	1682:		4003 D  0    
Set 	1683:		4003 D  0    
Set 	1684:		4003 D  4002 D  
Set 	1685:		4003 D  4002 D  
Set 	1686:		4003 D  4004    
Set 	1687:		4003 D  4002 D  
Set 	1688:		4004    4003 D  
Set 	1689:		4004    4003 D  
Set 	1690:		4004    4003 D  
Set 	1691:		4003 D  0    
Set 	1692:		4003 D  0    
Set 	1693:		4003 D  0    
Set 	1694:		4003 D  0    
Set 	1695:		4003 D  0    
Set 	1696:		4003 D  0    
Set 	1697:		4003 D  0    
Set 	1698:		4003 D  0    
Set 	1699:		4003 D  0    
Set 	1700:		4003 D  0    
Set 	1701:		4003 D  0    
Set 	1702:		4003 D  0    
Set 	1703:		4003 D  0    
Set 	1704:		4003 D  0    
Set 	1705:		4003 D  0    
Set 	1706:		4003 D  0    
Set 	1707:		4003 D  0    
Set 	1708:		4003 D  0    
Set 	1709:		4003 D  0    
Set 	1710:		4003 D  0    
Set 	1711:		4003 D  0    
Set 	1712:		4003 D  0    
Set 	1713:		4003 D  0    
Set 	1714:		4003 D  0    
Set 	1715:		4003 D  0    
Set 	1716:		4003 D  0    
Set 	1717:		4003 D  0    
Set 	1718:		4003 D  0    
Set 	1719:		4003 D  0    
Set 	1720:		4003 D  0    
Set 	1721:		4003 D  0    
Set 	1722:		4003 D  0    
Set 	1723:		4003 D  0    
Set 	1724:		4003 D  0    
Set 	1725:		4003 D  0    
Set 	1726:		4003 D  0    
Set 	1727:		4003 D  0    
Set 	1728:		4003 D  0    
Set 	1729:		4003 D  0    
Set 	1730:		4003 D  0    
Set 	1731:		4003 D  0    
Set 	1732:		4003 D  0    
Set 	1733:		4003 D  0    
Set 	1734:		4003 D  0    
Set 	1735:		4003 D  0    
Set 	1736:		4003 D  0    
Set 	1737:		4003 D  0    
Set 	1738:		4003 D  0    
Set 	1739:		4003 D  0    
Set 	1740:		4003 D  0    
Set 	1741:		4003 D  0    
Set 	1742:		4003 D  0    
Set 	1743:		4003 D  0    
Set 	1744:		4003 D  0    
Set 	1745:		4003 D  0    
Set 	1746:		4003 D  0    
Set 	1747:		4003 D  0    
Set 	1748:		4003 D  0    
Set 	1749:		4003 D  0    
Set 	1750:		4003 D  0    
Set 	1751:		423a    4003 D  
Set 	1752:		4003 D  0    
Set 	1753:		4003 D  0    
Set 	1754:		4003 D  0    
Set 	1755:		4003 D  0    
Set 	1756:		4003 D  0    
Set 	1757:		4003 D  0    
Set 	1758:		4003 D  0    
Set 	1759:		4003 D  0    
Set 	1760:		4003 D  0    
Set 	1761:		4003 D  0    
Set 	1762:		4003 D  0    
Set 	1763:		4003 D  0    
Set 	1764:		4003 D  0    
Set 	1765:		4003 D  0    
Set 	1766:		4003 D  0    
Set 	1767:		4003 D  0    
Set 	1768:		4003 D  0    
Set 	1769:		4003 D  0    
Set 	1770:		4004    4003 D  
Set 	1771:		4004    4003 D  
Set 	1772:		4003 D  0    
Set 	1773:		4003 D  0    
Set 	1774:		4003 D  0    
Set 	1775:		4003 D  0    
Set 	1776:		4004    4003 D  
Set 	1777:		4003 D  0    
Set 	1778:		4003 D  0    
Set 	1779:		4003 D  0    
Set 	1780:		4003 D  0    
Set 	1781:		4004    4003 D  
Set 	1782:		4004    4003 D  
Set 	1783:		4003 D  0    
Set 	1784:		4003 D  0    
Set 	1785:		4003 D  0    
Set 	1786:		4003 D  0    
Set 	1787:		4003 D  0    
Set 	1788:		4004 D  4003 D  
Set 	1789:		4004 D  4003 D  
Set 	1790:		4004    4003 D  
Set 	1791:		4004    4003 D  
Set 	1792:		4003 D  0    
Set 	1793:		4004 D  4003 D  
Set 	1794:		423a    4003 D  
Set 	1795:		4003 D  0    
Set 	1796:		4004 D  4003 D  
Set 	1797:		4004 D  4003 D  
Set 	1798:		4004 D  4003 D  
Set 	1799:		4004 D  4003 D  
Set 	1800:		4004 D  4003 D  
Set 	1801:		4004 D  4003 D  
Set 	1802:		4004 D  4003 D  
Set 	1803:		4004 D  4003 D  
Set 	1804:		4004 D  4003 D  
Set 	1805:		4004 D  4003 D  
Set 	1806:		4004 D  4003 D  
Set 	1807:		4004 D  4003 D  
Set 	1808:		4004 D  4003 D  
Set 	1809:		4004 D  4003 D  
Set 	1810:		4004 D  4003 D  
Set 	1811:		4004 D  4003 D  
Set 	1812:		4004 D  4003 D  
Set 	1813:		4004 D  4003 D  
Set 	1814:		4004 D  4003 D  
Set 	1815:		4004 D  4003 D  
Set 	1816:		4004 D  4003 D  
Set 	1817:		4004 D  4003 D  
Set 	1818:		4004 D  4003 D  
Set 	1819:		4004 D  4003 D  
Set 	1820:		4004 D  4003 D  
Set 	1821:		4004 D  4003 D  
